serial_number,drone_type,bandwidth_from,id_from,bandwidth_to,id_to,ratio,bandwidth_pair
SerialNumber_30,Mavic Mini 2,40MHz,387,20MHz,600,1.550387596899225,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,387,20MHz,569,1.4702842377260983,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,387,20MHz,54,0.13953488372093023,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,387,20MHz,523,1.351421188630491,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,387,20MHz,114,0.29457364341085274,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,387,20MHz,522,1.3488372093023255,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,523,2.682051282051282,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,600,3.076923076923077,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,165,0.8461538461538461,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,522,2.6769230769230767,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,164,0.841025641025641,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,1,0.005128205128205128,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,55,0.28205128205128205,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,54,0.27692307692307694,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,223,1.1435897435897435,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,569,2.917948717948718,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,101,0.517948717948718,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,494,2.533333333333333,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,332,1.7025641025641025,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,493,2.528205128205128,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,485,2.4871794871794872,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,20MHz,486,2.4923076923076923,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,523,3.557823129251701,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,600,4.081632653061225,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,165,1.1224489795918366,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,522,3.5510204081632653,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,164,1.1156462585034013,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,1,0.006802721088435374,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,55,0.3741496598639456,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,54,0.3673469387755102,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,223,1.5170068027210883,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,569,3.870748299319728,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,101,0.6870748299319728,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,494,3.360544217687075,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,332,2.258503401360544,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,493,3.3537414965986394,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,485,3.2993197278911564,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,20MHz,486,3.306122448979592,10MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,40MHz,156,0.8,10MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,40MHz,2,0.010256410256410256,10MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,40MHz,158,0.8102564102564103,10MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,195,40MHz,379,1.9435897435897436,10MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,40MHz,156,1.0612244897959184,10MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,40MHz,2,0.013605442176870748,10MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,40MHz,158,1.0748299319727892,10MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,10MHz,147,40MHz,379,2.578231292517007,10MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,523,10MHz,195,0.372848948374761,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,523,10MHz,147,0.28107074569789675,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,600,10MHz,195,0.325,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,600,10MHz,147,0.245,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,165,10MHz,195,1.1818181818181819,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,165,10MHz,147,0.8909090909090909,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,522,10MHz,195,0.3735632183908046,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,522,10MHz,147,0.28160919540229884,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,164,10MHz,195,1.1890243902439024,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,164,10MHz,147,0.8963414634146342,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,1,10MHz,195,195.0,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,1,10MHz,147,147.0,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,55,10MHz,195,3.5454545454545454,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,55,10MHz,147,2.672727272727273,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,54,10MHz,195,3.611111111111111,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,54,10MHz,147,2.7222222222222223,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,223,10MHz,195,0.874439461883408,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,223,10MHz,147,0.6591928251121076,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,569,10MHz,195,0.3427065026362039,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,569,10MHz,147,0.2583479789103691,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,101,10MHz,195,1.9306930693069306,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,101,10MHz,147,1.4554455445544554,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,494,10MHz,195,0.39473684210526316,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,494,10MHz,147,0.2975708502024291,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,332,10MHz,195,0.5873493975903614,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,332,10MHz,147,0.4427710843373494,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,493,10MHz,195,0.39553752535496955,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,493,10MHz,147,0.29817444219066935,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,485,10MHz,195,0.4020618556701031,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,485,10MHz,147,0.3030927835051546,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,486,10MHz,195,0.4012345679012346,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,486,10MHz,147,0.30246913580246915,20MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,523,40MHz,156,0.2982791586998088,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,523,40MHz,2,0.0038240917782026767,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,523,40MHz,158,0.30210325047801145,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,523,40MHz,379,0.7246653919694073,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,600,40MHz,156,0.26,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,600,40MHz,2,0.0033333333333333335,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,600,40MHz,158,0.2633333333333333,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,600,40MHz,379,0.6316666666666667,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,165,40MHz,156,0.9454545454545454,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,165,40MHz,2,0.012121212121212121,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,165,40MHz,158,0.9575757575757575,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,165,40MHz,379,2.296969696969697,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,522,40MHz,156,0.2988505747126437,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,522,40MHz,2,0.0038314176245210726,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,522,40MHz,158,0.30268199233716475,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,522,40MHz,379,0.7260536398467433,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,164,40MHz,156,0.9512195121951219,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,164,40MHz,2,0.012195121951219513,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,164,40MHz,158,0.9634146341463414,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,164,40MHz,379,2.3109756097560976,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,1,40MHz,156,156.0,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,1,40MHz,2,2.0,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,1,40MHz,158,158.0,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,1,40MHz,379,379.0,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,55,40MHz,156,2.8363636363636364,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,55,40MHz,2,0.03636363636363636,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,55,40MHz,158,2.8727272727272726,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,55,40MHz,379,6.890909090909091,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,54,40MHz,156,2.888888888888889,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,54,40MHz,2,0.037037037037037035,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,54,40MHz,158,2.925925925925926,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,54,40MHz,379,7.018518518518518,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,223,40MHz,156,0.6995515695067265,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,223,40MHz,2,0.008968609865470852,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,223,40MHz,158,0.7085201793721974,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,223,40MHz,379,1.6995515695067265,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,569,40MHz,156,0.2741652021089631,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,569,40MHz,2,0.0035149384885764497,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,569,40MHz,158,0.27768014059753954,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,569,40MHz,379,0.6660808435852372,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,101,40MHz,156,1.5445544554455446,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,101,40MHz,2,0.019801980198019802,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,101,40MHz,158,1.5643564356435644,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,101,40MHz,379,3.7524752475247523,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,494,40MHz,156,0.3157894736842105,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,494,40MHz,2,0.004048582995951417,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,494,40MHz,158,0.31983805668016196,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,494,40MHz,379,0.7672064777327935,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,332,40MHz,156,0.46987951807228917,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,332,40MHz,2,0.006024096385542169,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,332,40MHz,158,0.4759036144578313,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,332,40MHz,379,1.141566265060241,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,493,40MHz,156,0.31643002028397565,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,493,40MHz,2,0.004056795131845842,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,493,40MHz,158,0.3204868154158215,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,493,40MHz,379,0.768762677484787,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,485,40MHz,156,0.3216494845360825,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,485,40MHz,2,0.004123711340206186,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,485,40MHz,158,0.32577319587628867,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,485,40MHz,379,0.7814432989690722,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,486,40MHz,156,0.32098765432098764,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,486,40MHz,2,0.00411522633744856,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,486,40MHz,158,0.32510288065843623,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,20MHz,486,40MHz,379,0.779835390946502,20MHz_to_40MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,10MHz,195,1.25,40MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,10MHz,147,0.9423076923076923,40MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,10MHz,195,97.5,40MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,10MHz,147,73.5,40MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,10MHz,195,1.2341772151898733,40MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,10MHz,147,0.930379746835443,40MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,10MHz,195,0.5145118733509235,40MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,10MHz,147,0.38786279683377306,40MHz_to_10MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,523,3.3525641025641026,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,600,3.8461538461538463,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,165,1.0576923076923077,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,522,3.3461538461538463,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,164,1.0512820512820513,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,1,0.00641025641025641,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,55,0.3525641025641026,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,54,0.34615384615384615,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,223,1.4294871794871795,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,569,3.6474358974358974,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,101,0.6474358974358975,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,494,3.1666666666666665,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,332,2.128205128205128,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,493,3.16025641025641,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,485,3.108974358974359,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,156,20MHz,486,3.1153846153846154,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,523,261.5,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,600,300.0,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,165,82.5,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,522,261.0,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,164,82.0,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,1,0.5,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,55,27.5,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,54,27.0,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,223,111.5,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,569,284.5,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,101,50.5,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,494,247.0,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,332,166.0,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,493,246.5,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,485,242.5,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,2,20MHz,486,243.0,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,523,3.310126582278481,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,600,3.7974683544303796,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,165,1.0443037974683544,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,522,3.3037974683544302,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,164,1.0379746835443038,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,1,0.006329113924050633,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,55,0.34810126582278483,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,54,0.34177215189873417,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,223,1.4113924050632911,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,569,3.6012658227848102,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,101,0.6392405063291139,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,494,3.1265822784810124,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,332,2.1012658227848102,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,493,3.1202531645569622,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,485,3.069620253164557,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,158,20MHz,486,3.0759493670886076,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,523,1.3799472295514512,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,600,1.5831134564643798,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,165,0.43535620052770446,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,522,1.3773087071240107,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,164,0.43271767810026385,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,1,0.002638522427440633,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,55,0.14511873350923482,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,54,0.1424802110817942,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,223,0.5883905013192612,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,569,1.5013192612137203,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,101,0.26649076517150394,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,494,1.3034300791556728,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,332,0.8759894459102903,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,493,1.3007915567282322,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,485,1.279683377308707,40MHz_to_20MHz
SerialNumber_32,Mavic 3E/3T/3M,40MHz,379,20MHz,486,1.2823218997361479,40MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,195,40MHz,158,0.8102564102564103,10MHz_to_40MHz
SerialNumber_38,Mini 3,10MHz,195,40MHz,736,3.7743589743589743,10MHz_to_40MHz
SerialNumber_38,Mini 3,10MHz,147,40MHz,158,1.0748299319727892,10MHz_to_40MHz
SerialNumber_38,Mini 3,10MHz,147,40MHz,736,5.006802721088436,10MHz_to_40MHz
SerialNumber_38,Mini 3,10MHz,195,20MHz,516,2.646153846153846,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,195,20MHz,600,3.076923076923077,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,195,20MHz,517,2.651282051282051,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,195,20MHz,1,0.005128205128205128,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,195,20MHz,596,3.056410256410256,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,195,20MHz,55,0.28205128205128205,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,195,20MHz,223,1.1435897435897435,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,195,20MHz,54,0.27692307692307694,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,195,20MHz,568,2.9128205128205127,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,147,20MHz,516,3.510204081632653,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,147,20MHz,600,4.081632653061225,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,147,20MHz,517,3.5170068027210886,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,147,20MHz,1,0.006802721088435374,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,147,20MHz,596,4.054421768707483,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,147,20MHz,55,0.3741496598639456,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,147,20MHz,223,1.5170068027210883,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,147,20MHz,54,0.3673469387755102,10MHz_to_20MHz
SerialNumber_38,Mini 3,10MHz,147,20MHz,568,3.8639455782312924,10MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,158,10MHz,195,1.2341772151898733,40MHz_to_10MHz
SerialNumber_38,Mini 3,40MHz,158,10MHz,147,0.930379746835443,40MHz_to_10MHz
SerialNumber_38,Mini 3,40MHz,736,10MHz,195,0.264945652173913,40MHz_to_10MHz
SerialNumber_38,Mini 3,40MHz,736,10MHz,147,0.19972826086956522,40MHz_to_10MHz
SerialNumber_38,Mini 3,40MHz,158,20MHz,516,3.2658227848101267,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,158,20MHz,600,3.7974683544303796,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,158,20MHz,517,3.2721518987341773,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,158,20MHz,1,0.006329113924050633,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,158,20MHz,596,3.7721518987341773,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,158,20MHz,55,0.34810126582278483,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,158,20MHz,223,1.4113924050632911,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,158,20MHz,54,0.34177215189873417,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,158,20MHz,568,3.5949367088607596,40MHz_to_20MHz
